Text	Pronoun	Pronoun-offset	A	A-offset
Mr. Lang surprised Time soon after joining forces when he said he would negotiate rates individually with advertisers , a practice common in broadcasting but considered taboo by magazine publishers .	he	10	Lang	2
Today , Mr. Lang believes his magazines will offer what many women 's magazines do n't . `` We write straight for women on their level , '' he said .	he	12	Lang	4
Today , Mr. Lang believes his magazines will offer what many women 's magazines do n't .	his	6	Lang	4
Mr. Lang has named Carol Taber , 43 , as group publisher of New York-based Lang Communications . She will oversee Working Woman , Working Mother and Success magazines , and retain her post as publisher of Working Woman .	her	15	Carol Taber	5
Mr. Lang has named Carol Taber , 43 , as group publisher of New York-based Lang Communications . She will oversee Working Woman , Working Mother and Success magazines , and retain her post as publisher of Working Woman .	She	1	Carol Taber	5
Mr. Lang says he is n't scouting new acquisitions , at least for now . `` We would have to go outside to banks to get the money and I am not ready to do that , '' he said .	he	24	Lang	2
Mr. Lang says he is n't scouting new acquisitions , at least for now .	he	4	Lang	2
Rep. Bates said he accepted the finding , but one of the victims , Dorena Bertussi , denounced the ethics panel 's action as `` absurd . ''	he	4	Bates	2
Rep. Bates said he would write the letters as ordered . `` I accept the resolution of the matter by the Ethics Committee , '' he said .	he	15	Bates	2
Rep. Bates said he would write the letters as ordered .	he	4	Bates	2
`` We 've run out of places to build freeways in L.A. , and the only place to go is up , '' Mr. O'Connell said , although he acknowledges there are many obstacles , including cost . But as for safety , he says double-deck freeways built today with the heavily reinforced concrete and thicker columns required after the Sylmar quake should withstand a calamitous temblor of 7.5 to 8 on the Richter scale .	he	6	O'Connell	25
`` We 've run out of places to build freeways in L.A. , and the only place to go is up , '' Mr. O'Connell said , although he acknowledges there are many obstacles , including cost .	he	29	O'Connell	25
Caltrans ' Mr. Drago defended the agency 's work on the Nimitz Freeway . `` The work was done properly , '' he said .	he	9	Drago	4
But only bridges supported with single rows of columns were top priority , and the Nimitz Freeway , supported by double rows , was left out , Mr. Drago explained . `` The reason is that the technology is such that we 're not able to retrofit multi-column structures , '' he said .	he	21	Drago	29
Robert I. Toussie , general partner of the investment group , said the Lionel response reflected management 's entrenched position , saying officials had failed to come up with a better alternative to his group 's offer .	his	34	Robert I. Toussie	1
Mr. Toussie said he would respond to Lionel 's suit after his lawyers review it .	his	12	Toussie	2
Mr. Toussie said he would respond to Lionel 's suit after his lawyers review it .	he	4	Toussie	2
United Merchants & Manufacturers Inc. said its president , Uzi Ruskin , withdrew his proposal to acquire control of the New York textile and clothing company .	his	14	its president	7
Last month , Mr. Ruskin proposed , among other things , to buy 3.5 million shares , or 38 % , for $ 4 apiece . Coupled with his current 1.2 million shares and 4 % held by an associate , the stake would have given him control of 55 % of the concern .	him	21	Ruskin	5
Last month , Mr. Ruskin proposed , among other things , to buy 3.5 million shares , or 38 % , for $ 4 apiece . Coupled with his current 1.2 million shares and 4 % held by an associate , the stake would have given him control of 55 % of the concern .	his	3	Ruskin	5
In a separate SEC filing , Albert Safer , who holds 6.46 % of United Merchants , said he retained investment bank Lazard Freres & Co. for advice as he evaluates the possibility of making a bid for the textile maker .	he	30	Albert Safer	7
In a separate SEC filing , Albert Safer , who holds 6.46 % of United Merchants , said he retained investment bank Lazard Freres & Co. for advice as he evaluates the possibility of making a bid for the textile maker .	he	19	Albert Safer	7
On Friday , Mr. Safer , a Newark , N.J. , textile businessman , signed a confidentiality agreement under which United Merchants would provide him with nonpublic information .	him	25	Safer	5
In the aftermath of the California earthquake , President Bush and his aides flew into a whirlwind of earthquake-related activity yesterday morning .	his	12	Bush	10
Mr. Bush and his aides were accused of responding too slowly after the Exxon Valdez oil tanker split open in Alaskan waters and Hurricane Hugo struck the Carolina coast , and they clearly do n't want a repeat of those charges now .	his	4	Bush	2
So the White House announced that Mr. Bush got his first earthquake briefing of the day at 6:30 a.m. from chief of staff John Sununu .	his	10	Bush	8
Mr. Bush himself essentially acknowledged that he and his aides were trying to head off criticism .	his	9	Bush	2
Mr. Bush himself essentially acknowledged that he and his aides were trying to head off criticism .	he	7	Bush	2
On his FEMA visit , Mr. Bush said that he hoped there would be `` less carping '' about the emergency office 's performance this time , adding that the agency `` took a hit '' for its reaction to Hurricane Hugo .	he	10	Bush	7
On his FEMA visit , Mr. Bush said that he hoped there would be `` less carping '' about the emergency office 's performance this time , adding that the agency `` took a hit '' for its reaction to Hurricane Hugo .	his	2	Bush	7
The White House already is talking of Mr. Bush visiting the California earthquake site this weekend . He visited the Hugo devastation but not until after local leaders urged him to do so .	him	13	Bush	9
The White House already is talking of Mr. Bush visiting the California earthquake site this weekend . He visited the Hugo devastation but not until after local leaders urged him to do so .	He	1	Bush	9
Mr. Johnson , of the Berkeley seismographic station , said : `` Landfill can be done if it 's properly compacted . He cited the example of San Francisco 's financial district , where many new glass towers survived almost unscathed .	He	1	Johnson	2
But the public policy issues raised by earthquake damage will be difficult to address , Mr. Johnson predicted . `` The attention span of the public is short , '' he said .	he	12	Johnson	17
Coke has been studying the possibility of introducing a caffeine-free Classic for a year , a company spokesman said . He said large increases in sales of other non-caffeine soft drinks make the timing right now .	He	1	a company spokesman	16
Honecker , who was reported ill following gall-bladder surgery in August , said he was resigning for health reasons . He was succeeded by internal-security chief Egon Krenz , 52 , a hard-liner who quickly ruled out any sharing of power with pro-democracy groups .	He	1	Honecker	1
Honecker , who was reported ill following gall-bladder surgery in August , said he was resigning for health reasons .	he	14	Honecker	1
Honecker 's departure came after weeks of street protests and an exodus to the West of East Germans who had become disenchanted with his rule .	his	24	Honecker	1
South Korea 's President Roh addressed a joint House-Senate meeting and urged patience over U.S. demands for the opening of Seoul 's markets to more American goods , saying trade issues would be `` resolved to mutual satisfaction . '' He also said tragic results could follow any `` hint of weakening '' of the U.S. defense commitment to Seoul .	He	1	Roh	5
Shamir said Tuesday that he was prepared to risk a policy conflict with the U.S. over an Egyptian plan to hold direct Israeli-Palestinian talks , which the premier 's Likud bloc opposes .	he	5	Shamir	1
Charles S. Mitchell , a vice president with Homart Development Co. , the real estate development subsidiary of Sears , Roebuck & Co. , was named president of Figgie Properties , a real estate development unit . He succeeds William Kohut , who resigned earlier this year .	He	1	Charles S. Mitchell	1
Perhaps because they won , Mr. Bork 's attackers come through more vividly than his defenders .	his	15	Bork	7
But it was Ted Kennedy who scored most effectively with his searing portrayal of `` Robert Bork 's America '' -- the parade of imaginary horribles that would follow logically , he claimed , from the positions Mr. Bork had taken over the space of two decades .	he	32	Ted Kennedy	4
But it was Ted Kennedy who scored most effectively with his searing portrayal of `` Robert Bork 's America '' -- the parade of imaginary horribles that would follow logically , he claimed , from the positions Mr. Bork had taken over the space of two decades .	his	11	Ted Kennedy	4
Sen. Kennedy , never mind his dubious credentials for the moral high ground , emoted brilliantly .	his	6	Kennedy	2
Further ammunition came from left legal theorist Ronald Dworkin , who in the New York Review of Books painted a picture of a constitutional zombie willfully reading his personal prejudices into the Constitution , particularly in the area of `` original intent . ''	his	28	a constitutional zombie willfully reading his personal prejudices into the Constitution , particularly in the area of `` original intent . ''	23
The charge of being `` outside the mainstream '' of legal thought gravely undercut Mr. Bork 's scholarly standing , leaving him bleeding on the platform .	him	22	Bork	16
Unfortunately , the author simply does n't supply the philosophical frame to sustain his reportorial talents . He would discover it also in Alexander Bickel , a subtle constitutional scholar , Mr. Bork 's closest friend at Yale , whose influence on the judge goes well beyond Mr. Bronner 's reporting .	He	1	the author	3
Unfortunately , the author simply does n't supply the philosophical frame to sustain his reportorial talents . Probing more deeply into the doctrine of `` judicial restraint , '' he would have found a long history going back to the great decisions of Justice Holmes .	he	13	the author	3
Unfortunately , the author simply does n't supply the philosophical frame to sustain his reportorial talents . He has too readily swallowed the case for the activist law school culture .	He	1	the author	3
Unfortunately , the author simply does n't supply the philosophical frame to sustain his reportorial talents .	his	14	the author	3
Still , the long view of Robert Bork as constitutional thinker must be a spotty one . His strength lies in his majoritarian doctrine , which keeps the Court clear of transient group pressures and leaves most decisions in a democracy to elected legislatures and executives .	his	5	Robert Bork	7
Still , the long view of Robert Bork as constitutional thinker must be a spotty one . His strength lies in his majoritarian doctrine , which keeps the Court clear of transient group pressures and leaves most decisions in a democracy to elected legislatures and executives .	His	1	Robert Bork	7
In November 1987 , Sotheby 's essentially offered a Wall Street-style `` bridge loan '' of about $ 27 million to Australian businessman Alan Bond to enable him to purchase Vincent van Gogh 's `` Irises '' for $ 53.9 million .	him	28	Alan Bond	24
Sotheby 's is offering such deals because it 's an art sellers ' market , at least where the best works are concerned , says Ralph Lerner , an attorney and author of the book `` Art Law . '' The competition gives the seller the ability to cut a better deal , '' he says .	he	15	Ralph Lerner	26
`` The consumer has to throw out the idea that the auction house is a disinterested middleman , '' says New York art dealer David Tunick . For example , an auction house 's comments on the condition of a work of art that is up for sale should be looked at with `` very open eyes , '' he says .	he	33	David Tunick	25
`` The consumer has to throw out the idea that the auction house is a disinterested middleman , '' says New York art dealer David Tunick . In such situations , he says , the house `` is going to put the best light on things . ''	he	5	David Tunick	25
`` The consumer has to throw out the idea that the auction house is a disinterested middleman , '' says New York art dealer David Tunick . While he adds that he has no problem with auction houses who sell works in which they have a financial interest , `` It ought not to be hidden in some small print . ''	he	5	David Tunick	25
`` The consumer has to throw out the idea that the auction house is a disinterested middleman , '' says New York art dealer David Tunick . While he adds that he has no problem with auction houses who sell works in which they have a financial interest , `` It ought not to be hidden in some small print . ''	he	2	David Tunick	25
But unlike the other new leaders in the East Bloc , Mr. Krenz will face an immediate threat to his nation 's very existence : German reunification .	his	20	Krenz	13
Mr. Krenz , age 52 , is known as an old-guard ironfist , one likely to continue the method of running a country that the Berlin Wall made famous . Even if he were to change his stripes and become another Milton Friedman , however , he would still stand a good chance of losing a country .	he	17	Krenz	2
Mr. Krenz , age 52 , is known as an old-guard ironfist , one likely to continue the method of running a country that the Berlin Wall made famous . Even if he were to change his stripes and become another Milton Friedman , however , he would still stand a good chance of losing a country .	his	7	Krenz	2
Mr. Krenz , age 52 , is known as an old-guard ironfist , one likely to continue the method of running a country that the Berlin Wall made famous . Even if he were to change his stripes and become another Milton Friedman , however , he would still stand a good chance of losing a country .	he	3	Krenz	2
Mr. Krenz almost certainly will be a younger version of Erich Honecker , his rigid predecessor as dictator .	his	14	Krenz	2
But if East Germany 's arthritic Politburo does loosen up enough to permit Mr. Krenz to make serious efforts at reform , he will face a challenge just as fundamental .	he	23	Krenz	15
Mr. Krenz may need a bit of time to consolidate his empire , which would do a lot to promote Reunification Scenario One .	his	11	Krenz	2
There have been some reports that Mr. Krenz is moving to `` soften '' his reputation , notably rumors that it was he who kept East Germany 's state police off protesters ' backs at the country 's dismal 40th anniversary celebrations earlier this month . But even if he effects a Hyde-to-Jekyll transformation , he will face a serious ideological crisis and Reunification Scenario Two .	he	10	Krenz	8
There have been some reports that Mr. Krenz is moving to `` soften '' his reputation , notably rumors that it was he who kept East Germany 's state police off protesters ' backs at the country 's dismal 40th anniversary celebrations earlier this month . But even if he effects a Hyde-to-Jekyll transformation , he will face a serious ideological crisis and Reunification Scenario Two .	he	4	Krenz	8
There have been some reports that Mr. Krenz is moving to `` soften '' his reputation , notably rumors that it was he who kept East Germany 's state police off protesters ' backs at the country 's dismal 40th anniversary celebrations earlier this month .	he	23	Krenz	8
There have been some reports that Mr. Krenz is moving to `` soften '' his reputation , notably rumors that it was he who kept East Germany 's state police off protesters ' backs at the country 's dismal 40th anniversary celebrations earlier this month .	his	15	Krenz	8
`` The main problem , '' Mr. Reinhold said in an East German radio interview monitored by Radio Free Europe in Munich , stems from the fact that `` the GDR is different '' from other East European states . `` What kind of right to exist , '' he asked , `` would a capitalist German Democratic Republic have alongside a capitalist Federal Republic ? ''	he	10	Reinhold	8
But Secretary Skinner said he would urge Bush to veto the bill .	he	5	Skinner	3
While Mr. Woodland does n't predict a significant climb for the U.S. unit in light of recent moves in interest rates around the world , he noted that `` its downside potential is surprisingly and -- for dollar bulls -- `` impressively '' limited .	he	26	Woodland	3
The analyst said it will take about two to three months before the mine begins to produce copper in significant quantities . `` There are still negotiations taking place on whether there will be a loss of jobs , which has been a critical issue all along , '' he said .	he	28	The analyst	1
The analyst said it will take about two to three months before the mine begins to produce copper in significant quantities . He added that , while there has n't been any official announcement as yet , the Highland Valley mine strike in British Columbia , which has lasted more than three months , is regarded as settled .	He	1	The analyst	1
The first analyst said that the Japanese , as well as the Chinese , bought copper earlier in the week in London , but that this purchasing has since slackened as the supply situation , at least over the long term , appears to have improved . `` Along with these factors , other economic reports suggest a slowing of the economy , which could mean reduced copper usage , '' he said .	he	25	The first analyst	1
The first analyst said that the Japanese , as well as the Chinese , bought copper earlier in the week in London , but that this purchasing has since slackened as the supply situation , at least over the long term , appears to have improved . He noted the Commerce Department report yesterday that housing starts in September dropped 5.2 % from August to 1.26 million units on an annualized basis , the lowest level in seven years .	He	1	The first analyst	1
The first analyst said that the Japanese , as well as the Chinese , bought copper earlier in the week in London , but that this purchasing has since slackened as the supply situation , at least over the long term , appears to have improved . `` The focus for some time has been on the copper supply , and good demand has been taken for granted , '' he said .	he	24	The first analyst	1
One analyst said he thought the market continued to be supported to some degree by a delay in the Cuban sugar harvest caused by adverse weather .	he	4	One analyst	1
Dr. Starzl said the research has been largely financed by the National Institute of Health and by university funds , and that Fujisawa did n't give the hospital any grants . He said that the research team had no financial stake in the drug .	He	1	Starzl	2
Yet in Mr. Laband 's rehash of free-market logic , human greed and self-interest are the only permissible psychological reactions . Allowing uncontrolled prices for necessities would indeed shorten the lines at stores , as he contends .	he	15	Laband	4
It is inhumane to imply that a poor , unemployed woman can not receive immediate relief for her family at fair prices because she does not have as much to protect as a rich family .	she	24	a poor , unemployed woman	7
It is inhumane to imply that a poor , unemployed woman can not receive immediate relief for her family at fair prices because she does not have as much to protect as a rich family .	her	18	a poor , unemployed woman	7
Mr. Laband , meanwhile , gets an A for his rote recital of economic-efficiency arguments . Give him an F for his failure to understand the ethics of economic equity .	his	6	Laband	2
Mr. Laband , meanwhile , gets an A for his rote recital of economic-efficiency arguments . Give him an F for his failure to understand the ethics of economic equity .	him	2	Laband	2
Mr. Laband , meanwhile , gets an A for his rote recital of economic-efficiency arguments .	his	10	Laband	2
Mr. Laband gives us an idea why economists ' predictions are usually wrong . I 'm surprised he did n't advocate letting people loot , since that behavior can also be foreseen in a disaster and `` every individual has an incentive to alter the distribution of income in his favor . ''	he	4	Laband	2
I 'm surprised he did n't advocate letting people loot , since that behavior can also be foreseen in a disaster and `` every individual has an incentive to alter the distribution of income in his favor . ''	his	36	every individual	24
Mr. Laband described one of the more insidious threats we face when dealing with disasters such as Hugo -- anti-profiteering ordinances such as that by the Charleston City Council as it thrashed about trying to Do Something . Since he concentrated on the economic folly of such ordinances , he did n't mention certain other of their effects .	he	12	Laband	2
Mr. Laband described one of the more insidious threats we face when dealing with disasters such as Hugo -- anti-profiteering ordinances such as that by the Charleston City Council as it thrashed about trying to Do Something . Since he concentrated on the economic folly of such ordinances , he did n't mention certain other of their effects .	he	2	Laband	2
Would Mr. Laband also suggest that the Red Cross , Salvation Army , military units , police , fire departments , rescue units and individual citizens cease their efforts to assist Hugo 's victims because they interfere with his concept of the `` free market '' ? Maybe he thinks they should also sell to the highest bidder .	he	2	Laband	3
Would Mr. Laband also suggest that the Red Cross , Salvation Army , military units , police , fire departments , rescue units and individual citizens cease their efforts to assist Hugo 's victims because they interfere with his concept of the `` free market '' ? Should they , too , stop `` messing with '' his free market ?	his	11	Laband	3
Would Mr. Laband also suggest that the Red Cross , Salvation Army , military units , police , fire departments , rescue units and individual citizens cease their efforts to assist Hugo 's victims because they interfere with his concept of the `` free market '' ?	his	39	Laband	3
Mr. Laband should beware , since he lives in South Carolina . In a free market , his insurance rates can be raised to recover insurance-company losses .	his	6	Laband	2
Mr. Laband should beware , since he lives in South Carolina .	he	7	Laband	2
We here in the affected areas were dazzled by Mr. Laband 's analysis of time values and his comparisons of effectiveness concerning research and development . His theoretical approach and its publication in this venerable paper are no doubt a noteworthy accomplishment for him .	him	18	Laband	11
We here in the affected areas were dazzled by Mr. Laband 's analysis of time values and his comparisons of effectiveness concerning research and development . His theoretical approach and its publication in this venerable paper are no doubt a noteworthy accomplishment for him .	His	1	Laband	11
We here in the affected areas were dazzled by Mr. Laband 's analysis of time values and his comparisons of effectiveness concerning research and development .	his	18	Laband	11
I have a question for Mr. Laband : How do I explain to the single mother of three standing in line next to me for the past three hours that the two bags of ice she needs to keep her children 's food edible will take her last $ 20 ? I 'm sure she 'll appreciate what an efficient reaction to her problems the price system has created .	her	12	the single mother of three standing in line next to me for the past three hours	14
I have a question for Mr. Laband : How do I explain to the single mother of three standing in line next to me for the past three hours that the two bags of ice she needs to keep her children 's food edible will take her last $ 20 ? I 'm sure she 'll appreciate what an efficient reaction to her problems the price system has created .	she	4	the single mother of three standing in line next to me for the past three hours	14
I have a question for Mr. Laband : How do I explain to the single mother of three standing in line next to me for the past three hours that the two bags of ice she needs to keep her children 's food edible will take her last $ 20 ?	her	47	the single mother of three standing in line next to me for the past three hours	14
I have a question for Mr. Laband : How do I explain to the single mother of three standing in line next to me for the past three hours that the two bags of ice she needs to keep her children 's food edible will take her last $ 20 ?	her	40	the single mother of three standing in line next to me for the past three hours	14
I have a question for Mr. Laband : How do I explain to the single mother of three standing in line next to me for the past three hours that the two bags of ice she needs to keep her children 's food edible will take her last $ 20 ?	she	36	the single mother of three standing in line next to me for the past three hours	14
The original is a comedy about Alceste , a man who sees falseness and vanity in everyone except himself . He is the jealous friend of Philinte , and the jealous lover of Celimene .	He	1	Alceste	7
Twenty-five years ago the poet Richard Wilbur modernized this 17th-century comedy merely by avoiding `` the zounds sort of thing , '' as he wrote in his introduction .	his	27	Richard Wilbur	6
Twenty-five years ago the poet Richard Wilbur modernized this 17th-century comedy merely by avoiding `` the zounds sort of thing , '' as he wrote in his introduction .	he	24	Richard Wilbur	6
Assuming modern audiences readily understand that Moliere 's social indictment covers their world as well as 17th-century Paris , Mr. Wilbur concentrated his formidable artistry on rendering the Alexandrine French verse into sprightly and theatrical English iambic pentameter .	his	23	Wilbur	21
Three of the family members , Max and his two sons , Lenny and Joey , live off the flesh : Max is a retired butcher , Lenny a pimp and Joey an aspiring boxer .	his	9	Max	7
Though it 's clearly Max 's wife who held sway here until her death , now none of the other male residents of this misbegotten household can challenge Max .	her	13	Max 's wife	5
The play concerns Teddy 's homecoming with his wife of six years , Ruth .	his	8	Teddy	4
In the end , Teddy returns alone to America , leaving Ruth in Max 's chair . We have seen her develop within a few hours from a shy and unknown in-law to a goddess of the flesh who will replace the dead mother , and then some .	her	4	Ruth	12
While Steppenwolf was in London with `` The Grapes of Wrath , '' Bruce Sagan , the president of its board of directors , quietly returned to Chicago to buy a piece of real estate in the city 's rapidly reviving North Halsted Street restaurant and theater district . Within a year he hopes Steppenwolf will move into a new 500-seat theater on that site .	he	4	Bruce Sagan	14
Mr. Sagan , a former publisher and real estate developer , has put together an $ 8 million financial package that includes approximately $ 4 million of tax exempt bonds issued by the State of Illinois -LRB- the first time that a state has used its educational facilities authority to support construction of a theater -RRB- , and approximately $ 1 million in grants from the National Endowment for the Arts , the MacArthur Foundation , and a few other deep pockets . His board members alone have pledged $ 800,000 and he is just beginning to massage local foundations and corporations .	he	10	Sagan	2
Mr. Sagan , a former publisher and real estate developer , has put together an $ 8 million financial package that includes approximately $ 4 million of tax exempt bonds issued by the State of Illinois -LRB- the first time that a state has used its educational facilities authority to support construction of a theater -RRB- , and approximately $ 1 million in grants from the National Endowment for the Arts , the MacArthur Foundation , and a few other deep pockets . His board members alone have pledged $ 800,000 and he is just beginning to massage local foundations and corporations .	His	1	Sagan	2
Mr. Sagan , a former publisher and real estate developer , has put together an $ 8 million financial package that includes approximately $ 4 million of tax exempt bonds issued by the State of Illinois -LRB- the first time that a state has used its educational facilities authority to support construction of a theater -RRB- , and approximately $ 1 million in grants from the National Endowment for the Arts , the MacArthur Foundation , and a few other deep pockets . The rest , he is confident , can be raised .	he	4	Sagan	2
What will Mr. Sagan do with his new theater building if the allure of Hollywood and Broadway proves too much for such Steppenwolf stalwarts as John Malkovich -LRB- `` Dangerous Liaisons '' -RRB- , Joan Allen -LRB- `` The Heidi Chronicles '' -RRB- , and Glenne Headly -LRB- `` Lonesome Dove '' -RRB- , and the company crumbles ?	his	7	Sagan	4
Frank Gilmartin , a trader who follows insurance stocks for Fox-Pitt Kelton , said his strategy was to sell early . Then , if the stocks fell sharply , he planned to begin buying them aggressively , on the theory that the companies that insure against property damage and accidents will have to raise rates eventually to compensate for the claims they will pay to earthquake victims and victims of last month 's Hurricane Hugo .	he	9	Frank Gilmartin	1
Frank Gilmartin , a trader who follows insurance stocks for Fox-Pitt Kelton , said his strategy was to sell early .	his	15	Frank Gilmartin	1
But Mr. Gilmartin said the hurricane damage was n't extensive enough to prompt premium boosts . `` The companies just gave back what they had reserved for , '' he said .	he	14	Gilmartin	3
In New York , Roger Killion , a Hambrecht executive vice president , said he expects OTC trading at the company to resume this morning , either in New York or in San Francisco .	he	15	Roger Killion	5
Within minutes after the stock market closed Friday , I called Sen. Bill Bradley of New Jersey , advised him that the Dow Jones Industrial Average had declined by 190 points late that afternoon , and cheerfully informed him that he and his fellow Democrats were to blame .	his	43	Bill Bradley	13
Within minutes after the stock market closed Friday , I called Sen. Bill Bradley of New Jersey , advised him that the Dow Jones Industrial Average had declined by 190 points late that afternoon , and cheerfully informed him that he and his fellow Democrats were to blame .	he	41	Bill Bradley	13
Within minutes after the stock market closed Friday , I called Sen. Bill Bradley of New Jersey , advised him that the Dow Jones Industrial Average had declined by 190 points late that afternoon , and cheerfully informed him that he and his fellow Democrats were to blame .	him	39	Bill Bradley	13
Within minutes after the stock market closed Friday , I called Sen. Bill Bradley of New Jersey , advised him that the Dow Jones Industrial Average had declined by 190 points late that afternoon , and cheerfully informed him that he and his fellow Democrats were to blame .	him	20	Bill Bradley	13
Sen. Bradley has it in his mind that such a tax cut would unravel the tax reform he helped engineer in 1986 . He helped persuade 10 of these senators to support him and Majority Leader George Mitchell on these grounds .	him	10	Bradley	2
Sen. Bradley has it in his mind that such a tax cut would unravel the tax reform he helped engineer in 1986 . He helped persuade 10 of these senators to support him and Majority Leader George Mitchell on these grounds .	He	1	Bradley	2
Sen. Bradley has it in his mind that such a tax cut would unravel the tax reform he helped engineer in 1986 . As a result , he took the lead in arguing that the cut should be blocked on procedural grounds .	he	5	Bradley	2
Sen. Bradley has it in his mind that such a tax cut would unravel the tax reform he helped engineer in 1986 . But he knows that as many as 20 of his fellow Democrats are disposed to vote for the cut , popular among their constituents .	his	10	Bradley	2
Sen. Bradley has it in his mind that such a tax cut would unravel the tax reform he helped engineer in 1986 . But he knows that as many as 20 of his fellow Democrats are disposed to vote for the cut , popular among their constituents .	he	2	Bradley	2
Sen. Bradley has it in his mind that such a tax cut would unravel the tax reform he helped engineer in 1986 .	he	18	Bradley	2
Sen. Bradley has it in his mind that such a tax cut would unravel the tax reform he helped engineer in 1986 .	his	6	Bradley	2
Mr. Rahn was shocked , telephoning the office of Richard Darman , director of the Office of Management and Budget , and the administration 's chief strategist on this issue . He left a message accusing Mr. Darman of selling out .	He	1	Rahn	2
Indeed , the stock market 's steady advance this year tracked with President Bush 's success in advancing his capital-gains proposal .	his	19	Bush	14
When Richard Rahn advised the financial press that the market crash was caused by the setback to capital gains , he was generally ignored and mildly ridiculed .	he	21	Richard Rahn	2
Sen. Bradley 's argument is that a capital-gains tax cut would be bad for the economy in the longer run . The counter-argument , which he has heard , is that if he and his fellow Democrats are successful in killing the president 's proposal , the revenue gap will open up tremendously in 1990 because of the weakened economy .	his	14	Bradley	2
Sen. Bradley 's argument is that a capital-gains tax cut would be bad for the economy in the longer run . The counter-argument , which he has heard , is that if he and his fellow Democrats are successful in killing the president 's proposal , the revenue gap will open up tremendously in 1990 because of the weakened economy .	he	12	Bradley	2
Sen. Bradley 's argument is that a capital-gains tax cut would be bad for the economy in the longer run . The counter-argument , which he has heard , is that if he and his fellow Democrats are successful in killing the president 's proposal , the revenue gap will open up tremendously in 1990 because of the weakened economy .	he	5	Bradley	2
Sen. Bradley 's argument is that a capital-gains tax cut would be bad for the economy in the longer run . It would inevitably lead to an increase in marginal income-tax rates in 1990 , he thinks , when the White House is forced to ask for higher taxes to meet budget targets .	he	15	Bradley	2
As part of his plea agreement with the government , the 44-year-old Mr. Craig faces a maximum of three years in prison .	his	4	Craig	14
Mutual-fund czar John M. Templeton has put his money where his moniker is , pouring $ 1.4 million into one of his own funds , the Templeton Value Fund .	his	22	John M. Templeton	3
Mutual-fund czar John M. Templeton has put his money where his moniker is , pouring $ 1.4 million into one of his own funds , the Templeton Value Fund .	his	11	John M. Templeton	3
Mutual-fund czar John M. Templeton has put his money where his moniker is , pouring $ 1.4 million into one of his own funds , the Templeton Value Fund .	his	8	John M. Templeton	3
Mr. Templeton owns shares in several of the 33 funds that his firm manages , but only in three of the 10 available to U.S. investors , according to filings with the Securities and Exchange Commission . Why did he add the Value Fund to the list ?	he	3	Templeton	2
Mr. Templeton owns shares in several of the 33 funds that his firm manages , but only in three of the 10 available to U.S. investors , according to filings with the Securities and Exchange Commission .	his	12	Templeton	2
Because he 's very bullish on the emerging growth stocks that make up the fund 's portfolio , Mr. Templeton said from his Bahamas hideaway . `` Emerging growth stocks have n't been popular in America for years , they 've been neglected , '' he said , and their prices often trail the market as a whole .	he	20	Templeton	20
Because he 's very bullish on the emerging growth stocks that make up the fund 's portfolio , Mr. Templeton said from his Bahamas hideaway .	his	23	Templeton	20
Because he 's very bullish on the emerging growth stocks that make up the fund 's portfolio , Mr. Templeton said from his Bahamas hideaway .	he	2	Templeton	20
Mr. Templeton bought his shares in several separate purchases between Aug. 30 and Sept. 28 , according to reports with the SEC . He bought at share prices ranging from $ 9.375 to $ 9.625 .	He	1	Templeton	2
Mr. Templeton bought his shares in several separate purchases between Aug. 30 and Sept. 28 , according to reports with the SEC .	his	4	Templeton	2
Including a sale of stock last February , Mr. Sherry has sold 88 % of his stake in the company this year , according to SEC filings .	his	16	Sherry	10
James A. Toney , a vice president , sold 1,500 shares Aug. 28 . He still has 1,143 shares , according to SEC files .	He	1	James A. Toney	1
Mr. Taft , who is also president of Taft Broadcasting Co. , said he bought the shares because he keeps a utility account at the brokerage firm of Salomon Brothers Inc. , which had recommended the stock as a good buy .	he	19	Taft	2
Mr. Taft , who is also president of Taft Broadcasting Co. , said he bought the shares because he keeps a utility account at the brokerage firm of Salomon Brothers Inc. , which had recommended the stock as a good buy .	he	14	Taft	2
A company spokesman said he could n't explain their sudden bullishness .	he	5	A company spokesman	1
Anthony J. Iaciofano , a lawyer for Burlington , said the company believes the Beebes ' symptoms were not related to the carpeting . He said that ill effects from new carpets manifest themselves immediately but that the Beebes ' symptoms appeared months later .	He	1	Anthony J. Iaciofano	1
Catherine Adams , the Beebes ' lawyer , said the verdict would not discourage other plaintiffs from filing such suits . Scientists are only beginning to understand what causes sick-building syndrome and much of that research was unavailable when the Beebes filed the case , she said .	she	25	Catherine Adams	1
Park Tower General Counsel Matthew Mayer said the development team will have to review two additional lawsuits before putting up a $ 155 million letter of credit to cover condemnation costs . Also , he said , the partnership is waiting to see whether the appellate division 's ruling will be appealed .	he	3	Matthew Mayer	5
However , Judge Weinstein wrote in his opinion late last month that terrorism and acts of war against civilians can not be defined as political acts .	his	7	Weinstein	4
To do so , the judge said , the U.S. courts must review the judicial process in the foreign country independently of the State Department 's assessment . He said that in this case he concurred with the State Department 's decision that Mr. Ahmad should be extradited .	he	7	the judge	5
To do so , the judge said , the U.S. courts must review the judicial process in the foreign country independently of the State Department 's assessment . He said that in this case he concurred with the State Department 's decision that Mr. Ahmad should be extradited .	He	1	the judge	5
Mr. Ahmad 's lawyer said he would appeal .	he	6	Mr. Ahmad 's lawyer	1
